TeamNumber,Name,City,State,Country,ImageURL
9783,Steppe Steppers,LVIV,L'vivs'ka Oblast',Ukraine,
9784,Cyberbots,Waterdown,Ontario,Canada,
9785,Alectrona,Aurora,Ontario,Canada,
9786,MHS Wolfpack Team 9786,Monahans,Texas,USA,
9787,Fathom Robotics,Baker,Florida,USA,
9788,R.A.M.,Williamston,North Carolina,USA,
9789,Platinum Ringleaders,Roanoke Rapids,North Carolina,USA,
9790,Crypto Creek II,Sellersburg,Indiana,USA,
9970,Off-Season Demo Team 9970,Manchester,NH,USA,
9971,Off-Season Demo Team 9971,Manchester,NH,USA,
9972,Off-Season Demo Team 9972,Manchester,NH,USA,
9973,Off-Season Demo Team 9973,Manchester,NH,USA,
9974,Off-Season Demo Team 9974,Manchester,NH,USA,
9975,Off-Season Demo Team 9975,Manchester,NH,USA,
9976,Off-Season Demo Team 9976,Manchester,NH,USA,
9977,Off-Season Demo Team 9977,Manchester,NH,USA,
9978,Off-Season Demo Team 9978,Manchester,NH,USA,
9979,Off-Season Demo Team 9979,Manchester,NH,USA,
9980,Off-Season Demo Team 9980,Manchester,NH,USA,
9981,Off-Season Demo Team 9981,Manchester,NH,USA,
9982,Off-Season Demo Team 9982,Manchester,NH,USA,
9983,Off-Season Demo Team 9983,Manchester,NH,USA,
9984,Off-Season Demo Team 9984,Manchester,NH,USA,
9985,Off-Season Demo Team 9985,Manchester,NH,USA,
9986,Off-Season Demo Team 9986,Manchester,NH,USA,
9987,Off-Season Demo Team 9987,Manchester,NH,USA,
9988,Off-Season Demo Team 9988,Manchester,NH,USA,
9989,Off-Season Demo Team 9989,Manchester,NH,USA,
9990,Off-Season Demo Team 9990,Manchester,NH,USA,
9991,Off-Season Demo Team 9991,Manchester,NH,USA,
9992,Off-Season Demo Team 9992,Manchester,NH,USA,
9993,Off-Season Demo Team 9993,Manchester,NH,USA,
9994,Off-Season Demo Team 9994,Manchester,NH,USA,
9995,Off-Season Demo Team 9995,Manchester,NH,USA,
9996,Off-Season Demo Team 9996,Manchester,NH,USA,
9997,Off-Season Demo Team 9997,Manchester,NH,USA,
9998,Off-Season Demo Team 9998,Manchester,NH,USA,
9999,Off-Season Demo Team 9999,Manchester,NH,USA,
10000,Neutron Star,Beijing,Beijing,China,
10001,Belt 2 Bot,Philadelphia,Pennsylvania,USA,
10002,BotBuilders,Brisbane,Queensland,Australia,
10004,SCAROB (Star City Area Robotics),Roanoke,Virginia,USA,
10006,Lunar Robotics,Lawrenceville,Georgia,USA,
10010,The Quokkas,Istanbul,Istanbul,Türkiye,
10011,Gridrunners,Dayton,Ohio,USA,
10012,SEASIDE Robotics,Maracanaú,Ceará,Brazil,
10014,REBELLION,Prosper,Texas,USA,
10015,Bubbles,Aurora,Ontario,Canada,
10016,Absolute Zero,Chuansha,Shanghai,China,
10017,GPS Robotics,Wesley Chapel,Florida,USA,
10019,SESI SENAI MINERSKILLS,Belo Horizonte ,Minas Gerais,Brazil,
10021,Guerin Catholic Golden Gears,Noblesville,Indiana,USA,
10027,Spontaneous Combustion,Unionville,Ontario,Canada,
10029,The Portotypes,Portage,Indiana,USA,
10032,Singularity,Frisco,Texas,USA,
10034,GammaLand,DongShan,Yilan,Chinese Taipei,
10041,Ferzeri Legacy,Sultanbeyli,Istanbul,Türkiye,
10042,Spirit Dynamics,Karabük,Karabük,Türkiye,
10043,Conscius Robotics,İstanbul,Istanbul,Türkiye,
10044,Panther Robotics,Edmonton,Alberta,Canada,
10045,Casque Robotics,Kartal,Istanbul,Türkiye,
10050,Sea Dragons,BAŞAKŞEHİR,Istanbul,Türkiye,
10051,ASTRAL TECH ROBOTICS,Kocaeli/Gebze,Kocaeli,Türkiye,
10053,Front Runners,Didim,Aydin,Türkiye,
10055,Mehmet Günenç Robotics,Bandirma,Balikesir,Türkiye,
10058,ShacShuca Robotics,Ankara,Ankara,Türkiye,
10059,Tech On Titans,San Jose,California,USA,
10062,ATEMS Robotics,Abilene,Texas,USA,
10063,S.C.R.A.P.,Weymouth,Massachusetts,USA,
10064,HanniBAL,Bodrum,Mugla,Türkiye,
10066,CephaloSquad,North Clarendon,Vermont,USA,
10069,University Academic Charter School,Jersey City,New Jersey,USA,
10070,Ghost Bots,Abington,Pennsylvania,USA,
10072,WhirlyBots,Wilson,North Carolina,USA,
10077,The H.E.I.S.T.,Huntersville,North Carolina,USA,
10079,Arrowdynamics,Bothell,Washington,USA,
10090,Sunflower,Ankara,Ankara,Türkiye,
10101,Critical Hit,Huntsville,Alabama,USA,
10105,BLACK MAMBA,Istanbul,Istanbul,Türkiye,
10107,ThunderBirdz,Concord,North Carolina,USA,
10108,Hazard5,Enosburg Falls,Vermont,USA,
10114,Phantom Talons, Zhonghe Dist,New Taipei,Chinese Taipei,
10118,Robonauts EveryBot,Houston,Texas,USA,
10120,Wulfa the Wolf,shanghai,Shanghai,China,
10121,TMSA MechaTiger,Apex,North Carolina,USA,
10131,Royal Turtles,131 Argyle St. KLN,Hong Kong,China,
10132,Kuanta Robotics,Pendik,Istanbul,Türkiye,
10133,Manhattan Monsters,Waterbury,Connecticut,USA,
10137,RoboKats,Lexington,Kentucky,USA,
10138,VikingBot,Lyndon Center,Vermont,USA,
10139,Tsunami,Mate Asher,HaZafon,Israel,
10140,Lord's Valley Robotics Team,Jaraguá do Sul,Santa Catarina,Brazil,
10141,Turing Robotics,Bahçelievler,Istanbul,Türkiye,
10142,ANDROMEDA,ADANA,Adana,Türkiye,
10143,Northeast High School Philadelphia Robotics Team,Philadelphia,Pennsylvania,USA,
10146,ROBIS,İstanbul,Istanbul,Türkiye,
10147,ArmBots,Glendale,California,USA,
10151,IOTRONIC / Polivirtual FRC,Queretaro,Querétaro,Mexico,
10152,Orbotics,Chappaqua,New York,USA,
10154,PizzaByte 2.0,Panamá ,Panamá,Panama,
10156,Marshy Machines,Marshfield,Massachusetts,USA,
10157,Roman Robotics,Philadelphia,Pennsylvania,USA,
10159,PHS Dynanos,Milton,Florida,USA,
10162,Viking Robotics,Fort Walton Beach,Florida,USA,
10166,Thunder Vikes,Port Hueneme,California,USA,
10167,Jeunes Sans Frontières,Brampton,Ontario,Canada,
10170,ND Robotics,Lawrence Township,New Jersey,USA,
10172,South Side Archers,Fort Wayne,Indiana,USA,
10173,Minot Syber-Sentinels,Minot,North Dakota,USA,
10174,SRC Robotics 2024-25,Milton,Florida,USA,
10177,CyberClaws,Miami,Florida,USA,
10180,ÇOROBOT,Çorum,Çorum,Türkiye,
10181,ProtoWarriors,Fife Lake,Michigan,USA,
10183,ARC,Las Vegas,Nevada,USA,
10185,Nexify Robotics,İstanbul,Istanbul,Türkiye,
10186,feenx,Reno,Nevada,USA,
10190,UNIMATE - SESI SENAI SC,São José,Santa Catarina,Brazil,
10200,West Pionners,Luzerna,Santa Catarina,Brazil,
10202,NOVATRON,Beylikdüzü,Istanbul,Türkiye,
10203,LANCE,BEYOĞLU,Istanbul,Türkiye,
10204,TeamAbra,Konya ,Konya,Türkiye,
10205,MAGNETAR,Konak,Izmir,Türkiye,
10207,Doomsday Engineering,Findlay,Ohio,USA,
10208,MAYHEM,Findlay,Ohio,USA,
10209,The Valtra,İstanbul,Istanbul,Türkiye,
10211,Cyber Colts,Panama,Panamá,Panama,
10212,Circuit Bakers,Dublin,California,USA,
10213,BALTA,BAHCELIEVLER,Istanbul,Türkiye,
10214,Team Doritos,Beijing,Beijing,China,
10216,QUANTUMBEE,ANKARA,Ankara,Türkiye,
10217,Catahoula Blue Dogs,Port Allen,Louisiana,USA,
10218,No Signal,Rockwood,Ontario,Canada,
10219,Bathtub Chickens,Panama City,Florida,USA,
10221,#1 Sea Bass,San Francisco,California,USA,
10223,Crimson Jewels,Rochester,New York,USA,
10224,MAV MECHANICS (NASA),Henrico,Virginia,USA,
10225,Prepa Tecmilenio - PYROX,Guadalupe,Nuevo León,Mexico,
10226,Leo High School,Chicago,Illinois,USA,
10228,Phoenix Robotics,Zephyrhills,Florida,USA,
10229,Event Horizon,New York,New York,USA,
10230,The Splash,İSTANBUL,Istanbul,Türkiye,
10231,Midnight Circuits,North Charleston,South Carolina,USA,
10232,Killer Kardinals 2,Plainfield,New Jersey,USA,
10234,TEDRA,ISTANBUL,Istanbul,Türkiye,
10236,REXTED,Maltepe,Istanbul,Türkiye,
10243,ANATOLIAN WOLVES,Gebze,Kocaeli,Türkiye,
10244,WOLFS ROBOTICS,Gebze,Kocaeli,Türkiye,
10245,WAMS,Waterbury,Connecticut,USA,
10246,ISTAF Team Infinitech,Bayrampaşa,Istanbul,Türkiye,
10247,RedFox,Ankara,Ankara,Türkiye,
10248,Iron Byrds,Fayetteville,North Carolina,USA,
10249,SpartanBots10249,Huntington Park,California,USA,
10251,Chimera,Döşemealtı,Antalya,Türkiye,
10252,Mecha Lions,San Jose,California,USA,
10254,Regal Seagulls,Falmouth,Massachusetts,USA,
10256,Team Scrap Metal,Gilbert,Arizona,USA,
10257,Vector Space,Lynchburg,Virginia,USA,
10260,RoboJags,Jackson,North Carolina,USA,
10261,PYRONEERS,Athens,Attiki,Greece,
10262,Bionic Buzzers,"Hastings-On-Hudson,",New York,USA,
10263,Temari Robotics,gravatai,Rio Grande do Sul,Brazil,
10264,STORM,Menomonie,Wisconsin,USA,
10266,Hopkins Galvanized Goats,New Haven,Connecticut,USA,
10269,Beaverbots,Knoxville,Tennessee,USA,
10279,The Erudites,Stouffville,Ontario,Canada,
10281,MechaWolves,San Francisco,California,USA,
10285,Sacred Heart Outlanders,Bloomfield Hills,Michigan,USA,
10287,Milwaukee City RC,Milwaukee,Wisconsin,USA,
10288,Interstate,Winnetka,Illinois,USA,
10291,MUTUM-X,NOVA MUTUM,Mato Grosso,Brazil,
10295,FOREST GUARDIANS,ALTA FLORESTA,Mato Grosso,Brazil,
10296,BIOBOTS,Barra do Bugres,Mato Grosso,Brazil,
10297,PANTANALBOTS,Cáceres,Mato Grosso,Brazil,
10298,LUVER CONTROL,Lucas do Rio Verde,Mato Grosso,Brazil,
10299,HARVBOT,Sorriso,Mato Grosso,Brazil,
10300,Obama FRC,Pittsburgh,Pennsylvania,USA,
10302,Byte Force,Cary,North Carolina,USA,
10303,C-TEC Robotics,Newark,Ohio,USA,
10304,Circuit Breakers,Winston-Salem,North Carolina,USA,
10308,HiveMind,Sultangazi,Istanbul,Türkiye,
10309,Jayhawks Robotics,Columbus,Mississippi,USA,
10312,ByteForce,McKinney,Texas,USA,
10313,CAPELLA Robotics,Karşıyaka,Izmir,Türkiye,
10316,The Western Blue Tongues,"Gosnells, 6110",Western Australia,Australia,
10317,CIA Robotics,Chaffee,Missouri,USA,
10321,MBA Imperio Robotics,İSTANBUL,Istanbul,Türkiye,
10322,Beyond the Bell,Flora,Illinois,USA,
10323,DeMolay Dynamics,North Port,Florida,USA,
10327,Perry Pumatronix,Gilbert,Arizona,USA,
10328,IBBTECH-JR,Istanbul,Istanbul,Türkiye,
10332,Carroll Charger Robotics,Fort Wayne,Indiana,USA,
10333,Elevation,Colorado Springs,Colorado,USA,
10334,Sardis Robotics,Sardes,Manisa,Türkiye,
10335,Cyber Sharks,Saint Johns,Florida,USA,
10336,BHA Tigers,San Diego,California,USA,
10337,Technoka Robotics,Kaiıkoy,Istanbul,Türkiye,
10338,10338 - CircuitMakers,Cairo,Georgia,USA,
10339,BrainShift,Seaside,California,USA,
10340,ITKAN Girls,Plano,Texas,USA,
10342,Lost in Translation,Perth,Western Australia,Australia,
10343,Tera Robotics,Três Lagoas,Mato Grosso do Sul,Brazil,
10344,SESI IPÊV4,Mossoró,Rio Grande do Norte,Brazil,
10345,Sirius,Goiânia ,Goiás,Brazil,
10349,Pontiac Firebirds,Pontiac,Michigan,USA,
10350,Canberra CIPHER,Canberra,Australian Capital Territory,Australia,
10351,Robotics Bulldogs,Bennettsville,South Carolina,USA,
10352,SUNY Poly Wildcat Robotics,Utica,New York,USA,
10353,HATAY ROBOTICS,HATAY ,Hatay,Türkiye,
10354,Sting,Sanford,North Carolina,USA,
10356,Capitech,Campo Grande,Mato Grosso do Sul,Brazil,
10358,Yeah8 Tech,pine bluff,Arkansas,USA,
10361,Gatorbots,Santee,South Carolina,USA,
10366,Builder Bears,Bergenfield,New Jersey,USA,
10367,Category 4 Storm Surge,Summerville,South Carolina,USA,
10368,RoboRattlers,North Las Vegas,Nevada,USA,
10369,Blue Grizzly,Hawthorne,New Jersey,USA,
10370,Squatch Watch,Clintwood,Virginia,USA,
10372,THE ANTS,Milpitas,California,USA,
10376,Plutonium Panthers,Augusta,Georgia,USA,
10377,Aughtonauts,Oklahoma City,Oklahoma,USA,
10378,DUCKS,Lawton,Oklahoma,USA,
10380,The Dragon Hunters,Queen Creek,Arizona,USA,
10382,SPEARHEAD,Hays,Kansas,USA,
10383,Robistim,ATASEHIR,Istanbul,Türkiye,
10384,Sparkanovas,Calgary,Alberta,Canada,
10385,Cycle-Breakers,McAllen,Texas,USA,
10387,BI Blue Tigers 2024,Hinesville,Georgia,USA,
10388,The Iron Wolverine Angels,Dorchester,South Carolina,USA,
10390,GOOGIRL,Taichung,Taichung Municipality,Chinese Taipei,
10392,Brawley Robocats,Brawley,California,USA,
10393,Foxborough High School,Foxboro,Massachusetts,USA,
10394,STEAMCo Valley Stars,Palmira,Valle del Cauca,Colombia,
10395,SJHS Gyro Falcons,Red Deer,Alberta,Canada,
10396,Mostra,İstanbul,Istanbul,Türkiye,
10399,Burman Bush,Durban ,Kwazulu-Natal,South Africa,
10400,DART Doane Academy Robotics Team,Burlington,New Jersey,USA,
10402,Cy-Bears,Orlando,Florida,USA,
10404,Robo Rhinos,cape town,Western Cape,South Africa,
10409,ALP HUNTERS,Kocaeli,Kocaeli,Türkiye,
10410,Robodawgz,Zephyrhills,Florida,USA,
10411,G-Code Generals 10411,Fort Wayne,Indiana,USA,
10412,TechBotTronics-1RSNC,Salisbury,North Carolina,USA,
10413,Flux Robotics,Pelham,New York,USA,
10415,Torchers,ŞİŞLİ,Istanbul,Türkiye,
10416,Radical Raccoons,Spokane Valley,Washington,USA,
10418,RoboLab,Kazanluk,Stara Zagora,Bulgaria,
10421,Baldwin Coded Dragons,Baldwin,Michigan,USA,
10422,Çapa Pineapple Robotics,Fatih,Istanbul,Türkiye,
10423,CB Tech,Moses Lake,Washington,USA,
10424,ANKA ROBOTICS,ANKARA,Ankara,Türkiye,
10425,WhiteFox,Gaziosmanpaşa,Istanbul,Türkiye,
10427,Kitimat Sentinels,Kitimat,British Columbia,Canada,
10428,KAIZEN,JAIPUR,Rajasthan,India,
10430,Solar Chill,West Bend,Wisconsin,USA,
10432,Okeanos,ISTANBUL,Istanbul,Türkiye,
10434,CYBEARS,Fort Wayne,Indiana,USA,
10435,IRS - Intelligent Robotic Systems,Morton Grove,Illinois,USA,
10437,Amity Robotics Club (ARC),Sydney ,New South Wales,Australia,
10438,Phantom Liberty,Shenzhen,Guangdong,China,
10439,Wild Wires,Earlham,Iowa,USA,
10444,Ursa Major,Gresham,Oregon,USA,
10445,HYPERVOLT,Avcılar,Istanbul,Türkiye,
10446,Circuitron,Bogalusa,Louisiana,USA,
10448,Jerome High School Tigers,Jerome,Idaho,USA,
10449,Robo Crusaders 1,Prince Frederick,Maryland,USA,
10452,RoboLions,Bronx,New York,USA,
10453,Northmen Robotics,Kansas City,Missouri,USA,
10454,UPC Raptors,Brooklyn,New York,USA,
10455,Bison Dynamics,Spanaway,Washington,USA,
10456,Atlantic Trojan Robotics,Atlantic,Iowa,USA,
10457,Prepa Tecmilenio - FARADAY,Villahermosa,Tabasco,Mexico,
10458,Spartan Robotics,Chicago,Illinois,USA,
10464,The Wash,Ottawa,Ontario,Canada,
10465,DemirozRobotics,İSTANBUL,Istanbul,Türkiye,
10466,Federal Force,Taguatinga,Distrito Federal,Brazil,
10468,Robo711Panthers,Euclid,Ohio,USA,
10470,Sancar Robotics,ÇANKAYA,Ankara,Türkiye,
10471,Gamarobotics,ANKARA,Ankara,Türkiye,
10472,Bilkent Next,Ankara,Ankara,Türkiye,
10473,Team Lance-B-Bot,Stevensville,Michigan,USA,
10474,Aitkin High School,Aitkin,Minnesota,USA,
10475,Techno-Tornados,Panama City,Florida,USA,
10476,Thunderbots,Lincoln,Nebraska,USA,
10478,NEO Robotics,Ankara,Ankara,Türkiye,
10479,Powerhouse,Shanghai,Shanghai,China,
10480,CyberStorm,Paterson,New Jersey,USA,
10482,BuzzBots,Athens,Georgia,USA,
10483,Andes Robotics,Mendoza,Mendoza,Argentina,
10486,Weavers,Shenzhen,Guangdong,China,
10487,TIH IIT DELHI,Delhi,Delhi,India,
10489,Cutthroat Robotics,Sun Valley,Idaho,USA,
10490,Ely Robotics,Ely,Minnesota,USA,
10491,Subatomic Smarticles,Phoenix,Arizona,USA,
10492,Bosse BYTEForce,Evansville,Indiana,USA,
10493,Harrison RoboWarriors,Evansville,Indiana,USA,
10495,Cibatronic,Moca,Espaillat,Dominican Republic,
10496,404: Team Not Found,Sheldon,Queensland,Australia,
10497,Bayou Bots,Centerville,Louisiana,USA,
10498,Heron Robotics,Marysville,Washington,USA,
10499,Mechanical Princesses,Virginia Beach,Virginia,USA,
10500,Lodestar,Oakland,California,USA,
10501,CARNOTAURUS,Istanbul,Istanbul,Türkiye,
10502,HARPIA ROBOTICS,Besiktas,Istanbul,Türkiye,
10504,Pymble Pride II,Sydney,New South Wales,Australia,
10505,NASA Technomos,Escanaba,Michigan,USA,
10506,Crash Test Dummies,Goodyear,Arizona,USA,
10508,The Ducksons,Wollongong,New South Wales,Australia,
10510,All Saints Catholic High School,Whitby,Ontario,Canada,
10512,Beyond Grad Greyhounds,Vanderbilt,Pennsylvania,USA,
10513,Team Humanity Falcons,Brownsville,Pennsylvania,USA,
10514,Mixed Métal,Sarnia,Ontario,Canada,
10515,Titanium Tethys,Vanderbilt,Pennsylvania,USA,
10516,Hickory Hornets,Hermitage,Pennsylvania,USA,
10517,Ctrl Alt Defeat,Vanderbilt,Pennsylvania,USA,
10518,D.A.D.S,Bulverde,Texas,USA,
10519,Two Steps Ahead,Edison,New Jersey,USA,
10521,ERA Robotics,Istanbul,Istanbul,Türkiye,
10522,Sun Prairie School District,Sun Prairie,Wisconsin,USA,
10523,Singularity Robotics,Englewood,Colorado,USA,
10526,Orcas,shanghai,Shanghai,China,
10527,5-Star,Surrey,British Columbia,Canada,
10528,Rookie Deers,İzmit,Kocaeli,Türkiye,
10529,BATS,Monterrey,Nuevo León,Mexico,
10530,Robo.Phoenixes,Ankara,Ankara,Türkiye,
10531,Tempestas24,Tepebaşı,Eskisehir,Türkiye,
10532,ROOT_LOTUS,BURSA,Bursa,Türkiye,
10535,Liberian Canadian Association of London,London,Ontario,Canada,
10541,CarbonPulse Robotics,Shanghai,Shanghai,China,
10542,EAGLE WARRIORS,KARTAL,Istanbul,Türkiye,
10547,United Phoenix,Saginaw,Michigan,USA,
10548,TechTonic Robotics,Eskişehir,Eskisehir,Türkiye,
10549,MardinBK Robocretors Team,Mardin,Mardin,Türkiye,
10550,35 Soaring Roneagles,New Orleans,Louisiana,USA,
10551,The Episcopal School of Dallas Robotics Team,Dallas,Texas,USA,
10552,Mazenod Machinists,Mulgrave,Victoria,Australia,
10553,Orange Overdrive,Oregon,Wisconsin,USA,
10554,Team VIPER,London,Ontario,Canada,
10555,Red Deer Community FRC,Red Deer,Alberta,Canada,
10558,Forté,Beijing,Beijing,China,
10560,Grand Ledge Comets,Grand Ledge,Michigan,USA,
10562,STEAMex Scorpions,Durango,Durango,Mexico,
10565,FARADAY- Prepa Tecmilenio,villahermosa,Tabasco,Mexico,
10575,ROBOFOX,Bursa,Bursa,Türkiye,
10576,ASHINA,Ankara,Ankara,Türkiye,
10577,TARMINATORS,Detroit,Michigan,USA,
10579,BoschBotics,London,Ontario,Canada,
10580,LGTBots by STEAMex,Monterrey,Nuevo León,Mexico,
10582,The Technochauns,Youngstown,Ohio,USA,
10583,Stampede,Charlotte,North Carolina,USA,
10584,Ridge Robotics,Perkasie,Pennsylvania,USA,
10586,Unearthed,San Diego,California,USA,
10587,Windover Wing Nuts,MIDLAND,Michigan,USA,
10589,Binary Crows,Marquette,Michigan,USA,
10590,Compass Team,Ypsilanti,Michigan,USA,
10591,No Cap,Columbia,South Carolina,USA,
10592,Stamford Cyber-Hird TSA,Stamford,Connecticut,USA,
10593,74Falconics,London,Ontario,Canada,
10595,Big Bay de Noc Black Bear Bolts,Cooks,Michigan,USA,
10596,FHS Bots,Columbus,Ohio,USA,
10597,Iron Eagles,Los Angeles,California,USA,
10598,TADroid,Warsaw,Mazowieckie,Poland,
10599,RoboBlazers,Columbia,South Carolina,USA,
10600,Two Steps Ahead,Edison,New Jersey,USA,
10602,Steel Hawks,Saint Paul,Minnesota,USA,
10604,Demirören Robotics,bağcılar,Istanbul,Türkiye,
10605,Techno Talons,Engadine,Michigan,USA,
10606,The Foley Flare,Madison Heights,Michigan,USA,
10607,DAAS Jaguars,Detroit,Michigan,USA,
10608,ORC Robotics,Denizli,Denizli,Türkiye,
10609,Team Hungary,Budapest,Budapest,Hungary,
10610,East Altamonte Boys & Girls Club,Altamonte Springs,Florida,USA,
10611,Gemini Robotics,Tillsonburg,Ontario,Canada,
10612,Cougear,Auburn Hills,Michigan,USA,
10613,AEA Alterbots,West Branch,Michigan,USA,
10614,AEA Robolution,Tawas City,Michigan,USA,
10615,Spartan110,Pinole,California,USA,
10616,Iron Eagle Robotics,Miami,Florida,USA,
10618,Overlooking 2,Minxiong Township,Chiayi,Chinese Taipei,
10619,Rana's Rivets,Darlington,South Carolina,USA,
10620,West Sanford Boys & Girls Club,Sanford,Florida,USA,
10621,Crusaders,Glen Head,New York,USA,
10622,Gwinn ModelBots,Gwinn,Michigan,USA,
10623,AY YILDIZ ROBOTİM,Bahçelievler,Istanbul,Türkiye,
10625,BuzzFusion,Calipatria,California,USA,
10626,Smokin Batteries,Moore,Oklahoma,USA,
10629,Bath Bee-Botics,Bath,Michigan,USA,
10630,Michigan Collegiate Cougars,Warren,Michigan,USA,
10633,BeeBotics,Bridgman,Michigan,USA,
10634,The Last Gambit,Toronto,Ontario,Canada,
10635,Merengue,Santo Domingo,Santo Domingo,Dominican Republic,
10636,Lions Automation,Beijing,Beijing,China,
10642,Comstock Colts,Kalamazoo,Michigan,USA,
10644,West Coast Warriors,Union City,California,USA,
10647,YAMS TECH,Bangor,Maine,USA,
10650,Robonoles Robotics Team,SANFORD,Florida,USA,
10651,Gear Cats,Delton,Michigan,USA,
10652,Mechanical MacGyvers,Rochester Hills,Michigan,USA,
10653,Reybotics,Philadelphia,Pennsylvania,USA,
10654,Tiger Bytes,Shelby,Michigan,USA,
10655,PHS Spartan Synergy,Braithwaite,Louisiana,USA,
10656,RataToaster,"Ann Arbor, City of",Michigan,USA,
10657,North Central Academy,Mancelona,Michigan,USA,
10658,SEED Robotics,Los Angeles,California,USA,
10659,Jaguar Byte,Flint,Michigan,USA,
10661,Blue Phoenix,Shawnee,Oklahoma,USA,
10664,Big Reds,Muskegon,Michigan,USA,
10665,Unibots,Ferndale,Michigan,USA,
10666,Green MachineZ,Berrien Springs,Michigan,USA,
10667,Genesee Wolves,Genesee,Michigan,USA,
10668,WAY Flint,Flint,Michigan,USA,
10670,West Orange Boys and Girls Club,Winter Garden,Florida,USA,
10671,South Windsor Community Robotics,Windsor,Ontario,Canada,
10672,Trojans,Livonia,Michigan,USA,
10674,Wye.M.C.A -  Metro Christian Patriots,Tulsa,Oklahoma,USA,
10675,Energize,Besiktas,Istanbul,Türkiye,
10676,Innovation Station,Fountain Inn,South Carolina,USA,
10677,Artificial Architects,Mentone,Victoria,Australia,
10679,The Wirewolves,Severn,Maryland,USA,
10680,Homer Trojans,Homer,Michigan,USA,
10682,Robo-Yotes,Salina,Kansas,USA,
10686,Northfield Nightbots,Denver,Colorado,USA,
10689,KAGITHANE TEKNOLOJI TAKIMI,Istanbul,Istanbul,Türkiye,
10690,ERROR 448,Bloomfield Hills,Michigan,USA,
10692,GOLDEN APPLE,ISTANBUL,Istanbul,Türkiye,
10695,Galileo,Kfar Blum,HaZafon,Israel,
10698,Armathronics,Yerevan,Erevan,Armenia,
10704,Storm Surge,Hickory,North Carolina,USA,
10705,Will Carleton Academy,Hillsdale,Michigan,USA,
10711,FORMSHOP,shanghai,Shanghai,China,
10714,RAMpage.AI,Amsterdam,New York,USA,
10903,The Ionizers,Reno,Nevada,USA,
10904,The Circuit Sorcerers,Channelview,Texas,USA,
10905,Team LOVE,Phoenix,Arizona,USA,
10906,Lunea Lumen,üsküdar,Istanbul,Türkiye,
10907,ROBOLYNX,ÇEKMEKÖY,Istanbul,Türkiye,
10909,CuttingEdge1881,Madison,Wisconsin,USA,
10910,The Outlaws,Montpelier,Vermont,USA,
10911,T3 ROBOTICS,Istanbul,Istanbul,Türkiye,
10912,Dragons,Boston,Massachusetts,USA,
10913,Robot Wranglers,Liberty Hill,Texas,USA,
10914,Team Variant,İstanbul,Istanbul,Türkiye,
10917,M.A.P.L.E.,Goiaânia,Goiás,Brazil,
10918,Bluesteel Dragons,Philadelphia,Pennsylvania,USA,
10920,F²,Ümraniye,Istanbul,Türkiye,
10922,Amped,Taipei,Taipei Special Municipality,Chinese Taipei,
10924,Titanium Titans,Etobicoke,Ontario,Canada,
10929,Tarpon Robotics,Cut Off,Louisiana,USA,
10930,Forgeon Robotics,Didim,Aydin,Türkiye,
10931,Silver Talon,Santa Catarina,Nuevo León,Mexico,
10932,Tulpar,İstanbul,Istanbul,Türkiye,
10933,Tie Dye Samurai,Gilbert,Arizona,USA,
10935,Krono,Kiryat Ono,Tel-Aviv,Israel,
10936,Hooverstan,Glendale,California,USA,
10937,River Valley RADs+,Springfield,Vermont,USA,
10940,AVIATRONIX,Antalya,Antalya,Türkiye,
10943,WJH RoboStangs,Laurel,Mississippi,USA,
10945,Mt Abe Mad CAD-ers,Bristol,Vermont,USA,
10947,Antioch Rising,HATAY,Hatay,Türkiye,
10949,Metalheads,Philadelphia,Pennsylvania,USA,
10950,The Northern Knights,Palmer,Alaska,USA,
10951,Saigon South Dragons,Ho chi Minh City,Ho Chi Minh,Vietnam,
10953,LYRON,CIGLI,Izmir,Türkiye,
10958,SWing,Seo-gu,Gwangju Gwang'yeogsi,South Korea,
10959,ORHANIYE R SPORTS,İNEGÖL,Bursa,Türkiye,
